종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"032500","케이엠더블유","KOSDAQ","중견기업부","8240","-560","-6.36","8800","8850","8010","509204","4211295580","327725867090","39820883"
"225430","케이엠제약","KOSDAQ","벤처기업부","824","-6","-0.72","830","830","809","32483","26403661","22867381000","27887050"
"102370","케이옥션","KOSDAQ","기술성장기업부","3255","-55","-1.66","3310","3390","3230","45739","149084955","89039516700","27229210"
"068100","케이웨더","KOSDAQ","기술성장기업부","4475","-15","-0.33","4640","4640","4370","109080","488402485","44479772650","9939614"
"381970","케이카","KOSPI",,"13500","-170","-1.24","13560","13670","13380","51742","695794000","648048881850","48182073"
"145270","케이탑리츠","KOSPI",,"1032","0","0.00","1036","1036","999","66555","68282270","49406475672","48060774"
"036030","케이티알파","KOSDAQ","우량기업부","4095","20","0.49","4120","4120","3995","21770","87973260","200733963885","49019283"
"064820","케이프","KOSDAQ","우량기업부","5140","100","1.98","5040","5240","5010","38877","198473170","157907830080","30901728"
"256940","케이피에스","KOSDAQ","벤처기업부","5600","-20","-0.36","5620","5660","5530","17635","98486660","105367457960","18748658"
"024880","케이피에프","KOSDAQ","우량기업부","4740","70","1.50","4640","4775","4590","103295","485512155","98450118480","20682798"
"042040","케이피엠테크","KOSDAQ","중견기업부","319","2","0.63","317","330","316","155222","49693815","56001954357","174460917"
"054410","케이피티유","KOSDAQ","벤처기업부","4265","-50","-1.16","4305","4485","4265","3890","16858230","24852766960","5726444"
"258610","케일럼","KOSDAQ","중견기업부","1547","96","6.62","1451","1594","1451","39012","59422039","40984313490","26787133"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","10670","-120","-1.11","10740","10850","10610","18474","197525240","138300650460","12913226"
"402420","켈스","KONEX","일반기업부","9740","-1700","-14.86","10500","10500","9740","123","1200300","21686499600","2226540"
"089010","켐트로닉스","KOSDAQ","우량기업부","23400","-50","-0.21","23300","23400","22800","93066","2146302200","356523544500","15334346"
"220260","켐트로스","KOSDAQ","우량기업부","5590","-20","-0.36","5560","5640","5500","45364","252367790","148460936130","26558307"
"176590","코나솔","KONEX","일반기업부","9190","270","3.03","9100","9400","8830","23308","214960840","53574663600","5823333"
"052400","코나아이","KOSDAQ","우량기업부","14610","240","1.67","14380","14780","14220","23824","345830220","218135985360","14899999"
"402030","코난테크놀로지","KOSDAQ","기술성장기업부","14950","350","2.40","14400","15590","14400","34352","521808520","170640018720","11421688"
"391710","코닉오토메이션","KOSDAQ","중견기업부","2390","40","1.70","2300","2390","2300","63749","149780970","98985184470","41503222"
"046070","코다코","KOSDAQ","관리종목(소속부없음)","257","0","0.00","0","0","0","0","0","10996016392","42786056"
"047770","코데즈컴바인","KOSDAQ","중견기업부","1245","-10","-0.80","1235","1255","1233","13797","17104552","47227567296","37842602"
"080530","코디","KOSDAQ","벤처기업부","1621","-38","-2.29","1574","1674","1572","153236","247187131","65268251460","40741730"
"417310","코람코더원리츠","KOSPI",,"5210","0","0.00","5210","5240","5170","45744","238538810","210888000000","40400000"
"357120","코람코라이프인프라리츠","KOSPI",,"4695","5","0.11","4690","4705","4650","124774","583723160","414784010690","88534474"
"104540","코렌텍","KOSDAQ","기술성장기업부","7020","80","1.15","6860","7040","6860","5403","37711820","89500180000","12785740"
"027050","코리아나","KOSDAQ","중견기업부","2600","35","1.36","2520","2600","2520","108878","278921935","104000000000","40000000"
"007815","코리아써우","KOSPI",,"6090","60","1.00","6060","6090","5950","122","738670","18054962100","2964690"
"007810","코리아써키트","KOSPI",,"11210","190","1.72","11020","11230","10880","47058","521888500","264788618710","23620751"
"00781K","코리아써키트2우B","KOSPI",,"6200","150","2.48","6010","6200","6010","69","425300","4819748850","783699"
"190650","코리아에셋투자증권","KOSDAQ","우량기업부","5650","-50","-0.88","5700","5700","5650","4258","24104670","36347720000","6388000"
"123410","코리아에프티","KOSDAQ","우량기업부","6570","510","8.42","6060","6630","5920","1691162","10740474160","182080558560","27841064"
"003690","코리안리","KOSPI",,"8720","-210","-2.35","8930","8930","8620","200527","1756358980","1440351151460","165367526"
"036690","코맥스","KOSDAQ","관리종목(소속부없음)","2885","0","0.00","0","0","0","0","0","45885746130","15904938"
"049430","코메론","KOSDAQ","우량기업부","9530","-40","-0.42","9480","9580","9370","10511","99709670","86227440000","9048000"
"183300","코미코","KOSDAQ GLOBAL","우량기업부","66800","-300","-0.45","66000","67500","64900","76004","5003074200","698773691200","10460684"
"041960","코미팜","KOSDAQ","벤처기업부","4025","65","1.64","3980","4185","3930","154386","625271640","283901376660","70622233"
"089890","코세스","KOSDAQ","우량기업부","10220","-50","-0.49","10240","10370","10040","36992","375956640","169830010880","16584962"
"360350","코셈","KOSDAQ","기술성장기업부","8990","90","1.01","8820","9060","8630","29195","257769610","50934290600","5671970"
"189350","코셋","KONEX","일반기업부","1699","0","0.00","1445","1699","1445","3","4589","8155200000","4800000"
"082660","코스나인","KOSDAQ","투자주의환기종목(소속부없음)","480","0","0.00","0","0","0","0","0","47827617120","99640869"
"192820","코스맥스","KOSPI",,"121300","2300","1.93","119000","121700","116600","120465","14470661000","1373290589000","11349509"
"044820","코스맥스비티아이","KOSPI",,"9000","-30","-0.33","9030","9030","8910","2621","23442540","86435289000","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","2995","-110","-3.54","3015","3150","2960","94656","284240540","61471440000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","77600","-400","-0.51","76200","78700","72500","227310","17126686500","834108000000","10680000"
"005070","코스모신소재","KOSPI",,"106000","700","0.66","105200","106400","103500","75686","7978336800","3446140136000","32510756"
"005420","코스모화학","KOSPI",,"19130","-20","-0.10","19250","19450","18860","97744","1870086410","733213072520","38408228"
"355150","코스텍시스","KOSDAQ","벤처기업부","9150","-120","-1.29","9270","9270","9020","45424","413575190","70877911500","7797350"
"169670","코스텍시스템","KONEX","일반기업부","12850","-100","-0.77","12900","12920","12350","1137","14285810","36830268840","2868401"
"071950","코아스","KOSPI",,"1020","0","0.00","1020","1035","1003","215871","218338069","33828610852","32907209"
"166480","코아스템켐온","KOSDAQ","벤처기업부","10670","30","0.28","10640","10870","10440","45219","482958290","350726911920","32870376"
"045970","코아시아","KOSDAQ","중견기업부","6480","-80","-1.22","6500","6610","6430","100982","655649350","170257247720","26314876"
"196450","코아시아씨엠","KOSDAQ","중견기업부","1218","-1","-0.08","1215","1225","1203","11991","14569226","55199250876","45319582"
"384470","코어라인소프트","KOSDAQ","기술성장기업부","8650","-80","-0.92","8730","8730","8500","25966","222857770","110997353600","12832064"
"029960","코엔텍","KOSDAQ","우량기업부","7560","140","1.89","7420","7580","7400","178852","1342725260","378000000000","50000000"
"002020","코오롱","KOSPI",,"15370","120","0.79","15230","15370","15150","7688","117442080","193563110580","12626426"
"138490","코오롱ENP","KOSPI",,"6320","10","0.16","6300","6360","6240","19344","122015840","240920000000","38000000"
"003070","코오롱글로벌","KOSPI",,"11530","290","2.58","11400","12890","11340","1927534","23328151720","217347545240","18932713"
"003075","코오롱글로벌우","KOSPI",,"25250","5790","29.75","25250","25250","25250","26861","678240250","18703609250","740737"
"450140","코오롱모빌리티그룹","KOSPI",,"2465","-45","-1.79","2465","2525","2455","117435","291381210","156315352500","62777250"
"45014K","코오롱모빌리티그룹우","KOSPI",,"4345","-130","-2.91","4230","4475","4230","4431","19067655","10684122000","2456120"
"102940","코오롱생명과학","KOSDAQ","중견기업부","20650","-50","-0.24","20950","20950","20500","9701","200186700","257164110900","12423387"
"002025","코오롱우","KOSPI",,"13180","60","0.46","13030","13280","12820","1624","21345430","14208348000","1076390"
"120110","코오롱인더","KOSPI",,"35200","300","0.86","34900","35300","34600","37532","1313964200","964544139550","27519091"
"120115","코오롱인더우","KOSPI",,"21900","0","0.00","21850","21900","21600","2151","46810550","60616134000","2767860"
"950160","코오롱티슈진","KOSDAQ","외국기업(소속부없음)","15140","210","1.41","14930","15220","14730","102226","1531242430","1202326783300","79466410"
"021240","코웨이","KOSPI",,"65800","200","0.30","66300","66300","64800","88752","5835154100","4856014930200","73799619"
"033290","코웰패션","KOSDAQ","우량기업부","2265","25","1.12","2230","2295","2210","40994","91887245","126913240260","56156301"
"056360","코위버","KOSDAQ","우량기업부","4695","20","0.43","4670","4745","4650","17526","81890060","45995976000","9796800"
"282880","코윈테크","KOSDAQ","우량기업부","15000","30","0.20","14970","15090","14800","17591","263347610","167684195350","11141807"
"121850","코이즈","KOSDAQ","벤처기업부","924","-11","-1.18","930","933","910","87682","80541270","28195655175","30614175"
"448710","코츠테크놀로지","KOSDAQ","벤처기업부","20200","150","0.75","20050","20500","19250","55103","1102368000","104871200700","5166069"
"126730","코칩","KOSDAQ","벤처기업부","11550","100","0.87","11260","11620","11150","22020","249305410","97959859200","8503460"
"015710","코콤","KOSDAQ","중견기업부","3555","-5","-0.14","3460","3580","3450","21929","76354890","62320927500","17530500"
"052330","코텍","KOSDAQ","우량기업부","7470","0","0.00","7470","7490","7420","36353","271633490","115563175840","15574552"
"322780","코퍼스코리아","KOSDAQ","중견기업부","929","-3","-0.32","911","929","905","38374","35114632","35163532251","37932613"
"036420","콘텐트리중앙","KOSPI",,"10110","310","3.16","9800","10210","9610","54810","546584750","194741933880","19262308"
"200130","콜마비앤에이치","KOSDAQ GLOBAL","우량기업부","15190","240","1.61","15280","15360","14860","83410","1257256490","447410637180","29415558"
"024720","콜마홀딩스","KOSPI",,"7810","-30","-0.38","7800","7810","7650","52422","404964810","264767119480","34296259"
"031820","콤텍시스템","KOSPI",,"593","-1","-0.17","581","593","579","110404","64780404","71783519338","121051466"
"294570","쿠콘","KOSDAQ","벤처기업부","14530","-70","-0.48","14580","14700","14280","10423","150537110","147257276600","10254685"
"192400","쿠쿠홀딩스","KOSPI",,"22300","300","1.36","22100","22450","21950","13445","297170000","791258616250","35562185"
"284740","쿠쿠홈시스","KOSPI",,"21900","200","0.92","21500","21900","21350","21117","456712600","489133794000","22437330"
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","11950","-510","-4.09","12440","12940","11750","1275853","15783828630","196960565010","16537411"
"078940","퀀타피아","KOSDAQ","관리종목(소속부없음)","2855","0","0.00","0","0","0","0","0","151584163690","53094278"
"227100","퀀텀온","KOSDAQ","투자주의환기종목(소속부없음)","518","-46","-8.16","569","577","513","730482","387694912","8122558052","15680614"
"432720","퀄리타스반도체","KOSDAQ","기술성장기업부","10920","-130","-1.18","11190","11190","10790","78904","862838550","148036269040","13618792"
"456190","큐라켐","KONEX","일반기업부","16800","0","0.00","0","0","0","0","0","29472004800","1754286"
"365270","큐라클","KOSDAQ","기술성장기업부","6110","-60","-0.97","6160","6360","6070","42379","260905480","85047423840","13873968"
"348080","큐라티스","KOSDAQ","투자주의환기종목(소속부없음)","702","-51","-6.77","736","760","692","627339","447575519","29632863030","42152010"
"086460","큐러블","KONEX","일반기업부","4210","-740","-14.95","0","0","0","0","0","12374874000","2939400"
"060280","큐렉소","KOSDAQ","중견기업부","8020","-210","-2.55","8190","8190","7890","176196","1409547910","331185319400","41089990"
"372320","큐로셀","KOSDAQ","기술성장기업부","31850","-150","-0.47","32300","32350","31100","111340","3537978350","448770481250","14090125"
"051780","큐로홀딩스","KOSDAQ","투자주의환기종목(소속부없음)","248","-5","-1.98","253","253","245","132642","32957327","34378457400","136422450"
"115180","큐리언트","KOSDAQ","벤처기업부","4490","35","0.79","4500","4645","4335","123383","554245020","144025312660","32292671"
"445680","큐리옥스바이오시스템즈","KOSDAQ","기술성장기업부","22700","0","0.00","22850","23900","22400","89887","2070825650","182759713500","8033394"
"182360","큐브엔터","KOSDAQ","우량기업부","13300","-330","-2.42","13480","13580","13000","28477","377225410","183740383970","13804687"
"405100","큐알티","KOSDAQ","벤처기업부","16150","190","1.19","15900","16440","15530","202141","3239942720","197980639110","12289301"
"066310","큐에스아이","KOSDAQ","중견기업부","7500","-90","-1.19","7510","7580","7480","5575","41800210","69537157500","9271621"
"136660","큐엠씨","KONEX","일반기업부","700","1","0.14","700","700","700","1","700","6610660000","9443800"
"016600","큐캐피탈","KOSDAQ","중견기업부","311","5","1.63","305","311","304","514909","158621801","55434851832","178247112"
"355390","크라우드웍스","KOSDAQ","기술성장기업부","16600","2200","15.28","15720","18400","15620","754369","13076199040","68924860000","4152100"
"264900","크라운제과","KOSPI",,"8540","20","0.23","8530","8620","8400","33797","286876040","107579871500","12523850"
"26490K","크라운제과우","KOSPI",,"10220","160","1.59","9980","10280","9980","1467","14962460","7905783200","773560"
"005740","크라운해태홀딩스","KOSPI",,"6000","90","1.52","5930","6000","5840","15106","89712970","88935608530","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"9340","120","1.30","9370","9370","9110","70","649920","5616788100","600726"
"259960","크래프톤","KOSPI",,"342000","-7000","-2.01","350000","352000","338000","95710","32807753500","16379755524000","47894022"
"096240","크레버스","KOSDAQ","우량기업부","15760","50","0.32","15710","15820","15700","14461","227947550","178803098600","11338180"
"040350","크레오에스지","KOSDAQ","중견기업부","838","-36","-4.12","891","891","831","416505","354178435","123734985452","146605433"
"215570","크로넥스","KONEX","일반기업부","598","48","8.73","599","599","500","172","86197","3036678086","5078057"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","7340","0","0.00","7330","7400","7160","2989","21624890","168468602400","23430960"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","926","4","0.43","921","929","911","166597","153219526","120972643704","130640004"
"045520","크린앤사이언스","KOSDAQ","중견기업부","5820","-580","-9.06","6380","7000","5750","327970","2101300820","38090000000","6500000"
"036170","클라우드에어","KOSDAQ","중견기업부","960","3","0.31","957","985","957","14309","13792401","58788269708","61365626"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","53500","400","0.75","53300","54500","52400","204849","10966226800","3423974266500","63999519"
"352770","클리노믹스","KOSDAQ","기술성장기업부","1132","14","1.25","1149","1149","1080","201602","224188895","43941307690","38886113"
"237880","클리오","KOSDAQ","우량기업부","30500","0","0.00","30200","30700","29650","61227","1851440050","553886969450","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","3250","70","2.20","3180","3420","3160","61088","199090520","46168508700","14118810"
"020120","키다리스튜디오","KOSPI",,"3460","-10","-0.29","3465","3495","3425","19025","65779750","128981905680","37063766"
"413600","키움제6호스팩","KOSDAQ","SPAC(소속부없음)","2240","0","0.00","0","0","0","0","0","7683200000","3430000"
"433530","키움제7호스팩","KOSDAQ","SPAC(소속부없음)","2460","0","0.00","0","0","0","0","0","10098300000","4105000"
"446840","키움제8호스팩","KOSDAQ","SPAC(소속부없음)","2150","-30","-1.38","2165","2165","2115","15127","32272120","12642000000","5880000"
"039490","키움증권","KOSPI",,"139900","-600","-0.43","142000","142300","138200","57890","8091901100","3555870145800","25526706"
"054780","키이스트","KOSDAQ","중견기업부","4840","-25","-0.51","4810","4915","4810","15154","73322530","95197751910","19547793"
"336040","타스컴","KONEX","일반기업부","6490","-50","-0.76","6590","6590","5600","479","2765290","27349541450","4214105"
"219130","타이거일렉","KOSDAQ","중견기업부","23150","2150","10.24","20800","23300","20550","144185","3169201650","147122957000","6314290"
"346010","타이드","KONEX","일반기업부","1700","-85","-4.76","1700","1700","1700","10","17000","8262105400","4860062"
"318660","타임기술","KONEX","일반기업부","3295","-5","-0.15","3105","3395","3000","1557","4779900","7091172795","2152101"
"434190","탈로스","KONEX","일반기업부","5590","20","0.36","5600","5600","5260","5","27630","41195136060","7369434"
"360070","탑머티리얼","KOSDAQ","벤처기업부","40850","-100","-0.24","41900","43000","40550","48280","1990270800","331954137300","8076743"
"180060","탑선","KONEX","일반기업부","8060","60","0.75","8200","8530","7990","3746","29977690","74781328000","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","4385","-20","-0.45","4405","4485","4360","6391","28059285","75464020980","17189982"
"134580","탑코미디어","KOSDAQ","중견기업부","2270","30","1.34","2240","2270","2210","8071","18067870","49668104585","22025767"
"014580","태경비케이","KOSPI",,"4670","-15","-0.32","4670","4740","4660","43535","203578450","129226823500","27583100"
"015890","태경산업","KOSPI",,"5400","10","0.19","5390","5400","5330","16616","89323520","156081525000","29228750"
"006890","태경케미컬","KOSPI",,"12010","160","1.35","11860","12030","11700","14241","168841230","139548000000","11600000"
"023160","태광","KOSDAQ","우량기업부","14040","120","0.86","13880","14130","13800","249607","3489462410","371000000000","26500000"
"003240","태광산업","KOSPI",,"580000","-5000","-0.85","582000","585000","576000","331","191784000","645772000000","1113400"
"011280","태림포장","KOSPI",,"2465","-15","-0.60","2385","2465","2350","64389","154623925","168164107500","70805940"
"323280","태성","KOSDAQ","중견기업부","19040","1370","7.75","17320","19990","17320","2716435","52075943600","497307259800","25820730"
"053620","태양","KOSDAQ","관리종목(소속부없음)","6370","-40","-0.62","6410","6410","6350","6873","43895800","55040000000","8600000"
"052960","태양3C","KONEX","일반기업부","4000","0","0.00","4000","4000","4000","2","8000","19548312000","4887078"
"004100","태양금속","KOSPI",,"3160","30","0.96","3120","3190","3070","380451","1193422525","116155500000","36700000"
"004105","태양금속우","KOSPI",,"4985","-115","-2.25","4950","5080","4835","132394","660678045","16467000000","3300000"
"116100","태양기계","KONEX","일반기업부","1853","55","3.06","2045","2045","1529","7","11914","11562694058","6239986"
"009410","태영건설","KOSPI",,"4620","0","0.00","0","0","0","0","0","1318870272720","285469756"
"009415","태영건설우","KOSPI",,"7130","0","0.00","0","0","0","0","0","4634314620","649974"
"044490","태웅","KOSDAQ","우량기업부","14260","400","2.89","13800","14280","13670","59343","829567970","285105179250","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","3065","5","0.16","3040","3090","3030","56054","171673430","117938912880","38416584"
"001420","태원물산","KOSPI",,"3720","-35","-0.93","3720","3780","3705","2329","8692375","28576000000","7600000"
"191420","테고사이언스","KOSDAQ","벤처기업부","17280","-330","-1.87","17610","17610","17150","7665","132446310","139309768120","8108834"
"073640","테라사이언스","KOSDAQ","관리종목(소속부없음)","654","0","0.00","0","0","0","0","0","62514162216","95587404"
"066700","테라젠이텍스","KOSDAQ","우량기업부","3675","-5","-0.14","3685","3690","3640","38599","141614545","119343548625","32474435"
"095610","테스","KOSDAQ","우량기업부","18560","110","0.60","18420","18660","18230","63929","1179033080","366502910040","19768226"
"055490","테이팩스","KOSPI",,"19350","100","0.52","19240","19470","18990","7445","142580100","92245031000","4769650"
"308700","테크엔","KONEX","일반기업부","199","0","0.00","0","0","0","0","0","796000000","4000000"
"064520","테크엘","KOSDAQ","중견기업부","2895","-125","-4.14","2940","3080","2815","74937","215599775","64259303250","22351062"
"089030","테크윙","KOSDAQ","우량기업부","41900","-850","-1.99","42100","42650","40450","743059","30949459950","1572588454500","37353645"
"258050","테크트랜스","KONEX","일반기업부","599","-1","-0.17","600","600","515","23","12485","5986550958","9994242"
"054450","텔레칩스","KOSDAQ","우량기업부","14650","50","0.34","14480","14710","14400","38762","563821780","221863013450","15144233"
"078000","텔코웨어","KOSPI",,"9960","-90","-0.90","10040","10090","9960","2373","23675250","92677972310","9240077"
"200230","텔콘RF제약","KOSDAQ","중견기업부","682","-2","-0.29","684","684","673","49220","33368562","81409409095","120250235"
"214420","토니모리","KOSPI",,"9090","220","2.48","8850","9190","8590","189718","1694994540","219139218890","24054799"
"393210","토마토시스템","KOSDAQ","기술성장기업부","6520","-90","-1.36","6880","6960","6360","295615","1962684630","101182245120","15614544"
"215480","토박스코리아","KOSDAQ","중견기업부","2925","45","1.56","2815","2950","2815","11337","32801970","27495000000","9400000"
"051360","토비스","KOSDAQ","벤처기업부","18790","-260","-1.36","19040","19100","18710","77519","1463885290","304425702140","16167058"
"045340","토탈소프트","KOSDAQ","벤처기업부","4840","30","0.62","4810","4890","4610","34238","161968795","41420913600","8558040"
"108230","톱텍","KOSDAQ","벤처기업부","6300","-40","-0.63","6420","6420","6250","44723","280715230","239546443500","38023245"
"079970","투비소프트","KOSDAQ","투자주의환기종목(소속부없음)","1446","-3","-0.21","1455","1485","1421","105185","152608159","13434063000","9290500"
"199800","툴젠","KOSDAQ","기술성장기업부","81700","-1600","-1.92","83400","87200","80500","62152","5174993300","650845213200","7946828"
"417790","트루엔","KOSDAQ","벤처기업부","9300","10","0.11","9150","9300","9060","12893","118461680","102296745000","10999650"
"290090","트윔","KOSDAQ","벤처기업부","8650","-150","-1.70","8730","8780","8630","1872","16235150","64923062320","7428268"
"026150","특수건설","KOSDAQ","중견기업부","6680","-70","-1.04","6790","6790","6660","34161","229139660","117384954390","17546331"
"464280","티디에스팜","KOSDAQ","중견기업부","30700","-4250","-12.16","33850","35400","30700","1367531","46175658500","170600500000","5530000"
"322180","티라유텍","KOSDAQ","중견기업부","5490","-30","-0.54","5460","5540","5380","34161","185991320","90857112500","16519475"
"117730","티로보틱스","KOSDAQ","벤처기업부","9470","100","1.07","9550","9620","9300","34591","327114860","168381846400","17837060"
"033830","티비씨","KOSDAQ","중견기업부","752","-2","-0.27","756","760","745","60081","45196498","75200000000","100000000"
"057680","티사이언티픽","KOSDAQ","벤처기업부","958","6","0.63","952","966","952","32817","31427077","68256063958","71248501"
"204610","티쓰리","KOSDAQ","벤처기업부","1225","33","2.77","1193","1240","1193","680077","830046540","78346060440","63851720"
"064760","티씨케이","KOSDAQ GLOBAL","우량기업부","103900","-1000","-0.95","104800","105200","102800","24076","2498920300","1214200000000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","6200","80","1.31","6010","6200","5990","14354","87244740","132943928760","21546828"
"340570","티앤엘","KOSDAQ","우량기업부","73100","400","0.55","72100","74000","71100","82359","5982332900","593344000000","8128000"
"043220","티에스넥스젠","KOSDAQ","중견기업부","472","-30","-5.98","500","501","468","946872","454311751","65920161140","140255662"
"277880","티에스아이","KOSDAQ","기술성장기업부","6780","40","0.59","6800","6830","6550","15118","101767340","137295265920","20160832"
"131290","티에스이","KOSDAQ","우량기업부","48800","850","1.77","47350","49000","46700","82270","3950748700","542010021000","11061429"
"019180","티에이치엔","KOSPI",,"3350","-5","-0.15","3345","3355","3310","34395","114684450","60210000000","18000000"
"425420","티에프이","KOSDAQ","벤처기업부","20100","-350","-1.71","20600","20600","19580","17725","353173900","228758100000","11381000"
"131100","티엔엔터테인먼트","KOSDAQ","중견기업부","1633","6","0.37","1658","1658","1622","11578","18917606","45830843768","28048252"
"356860","티엘비","KOSDAQ","우량기업부","14790","0","0.00","14710","14950","14580","36755","542620640","145424597700","9832630"
"062860","티엘아이","KOSDAQ","관리종목(소속부없음)","5800","0","0.00","0","0","0","0","0","57261776000","9872720"
"413300","티엘엔지니어링","KONEX","일반기업부","1680","90","5.66","1700","1700","1352","210","296162","2193265200","1305515"
"363280","티와이홀딩스","KOSPI",,"3850","-35","-0.90","3925","3925","3730","182458","696974865","193648389120","50429268"
"36328K","티와이홀딩스우","KOSPI",,"5130","-150","-2.84","5310","5310","5020","32170","164255720","6413952240","1243014"
"321550","티움바이오","KOSDAQ","기술성장기업부","6600","410","6.62","6200","6600","6090","103941","656587340","171507998870","26025493"
"091810","티웨이항공","KOSPI",,"2785","60","2.20","2725","2790","2710","2347196","6464821890","599830448160","215378976"
"004870","티웨이홀딩스","KOSPI",,"567","-2","-0.35","569","569","559","60383","33997461","63060606545","111611693"
"425040","티이엠씨","KOSDAQ","기술성장기업부","11520","240","2.13","11270","11570","10950","82932","940340580","246200516100","21316062"
"241790","티이엠씨씨엔에스","KOSDAQ","우량기업부","7080","10","0.14","7000","7100","6930","17996","126426440","70118464340","10002634"
"104480","티케이케미칼","KOSDAQ","우량기업부","1439","10","0.70","1428","1447","1412","54727","78337525","130253156922","90895434"
"081150","티플랙스","KOSDAQ","우량기업부","2880","5","0.17","2810","2880","2810","31873","90756480","69771655750","24268402"
"130740","티피씨글로벌","KOSDAQ","중견기업부","2040","-30","-1.45","2040","2060","2030","13095","26706725","23004425160","11276679"
"217880","틸론","KONEX","일반기업부","3010","0","0.00","3010","3025","2990","4570","13717405","32289142900","10727290"
"084730","팅크웨어","KOSDAQ","우량기업부","10630","80","0.76","10550","10750","10430","18931","200889060","118093177120","11109424"
"440110","파두","KOSDAQ","기술성장기업부","13230","60","0.46","13060","13310","12800","154536","2009379120","651265802400","49189260"
"034230","파라다이스","KOSPI",,"11150","60","0.54","11100","11240","10990","184186","2047287190","1025089028910","91771623"
"033540","파라텍","KOSDAQ","중견기업부","2185","-20","-0.91","2160","2225","2090","1395390","2992877950","80976030135","37751063"
"388870","파로스아이바이오","KOSDAQ","기술성장기업부","10620","-240","-2.21","10880","11370","10420","143178","1546195390","138749651880","12918962"
"043200","파루","KOSDAQ","벤처기업부","580","-1","-0.17","581","583","574","67548","38967773","24204698385","41804315"
"214450","파마리서치","KOSDAQ GLOBAL","우량기업부","174100","2100","1.22","172000","174800","168600","129595","22271360200","1819716032800","10464152"
"217950","파마리서치바이오","KONEX","일반기업부","34300","-1050","-2.97","35350","35450","34150","3001","104290400","138798952650","4064391"
"208340","파멥신","KOSDAQ","관리종목(소속부없음)","2915","0","0.00","0","0","0","0","0","233786229820","80201108"
"005690","파미셀","KOSPI",,"6000","-320","-5.06","6180","6360","6000","2474158","15227855360","361302123280","60016964"
"177830","파버나인","KOSDAQ","우량기업부","3135","-30","-0.95","3165","3180","3060","37859","118304500","45223903245","14288753"
"037070","파세코","KOSDAQ","우량기업부","6390","-20","-0.31","6360","6410","6280","38218","241729280","127800000000","20000000"
"150900","파수","KOSDAQ","벤처기업부","6850","1060","18.31","5660","6880","5660","3179884","20669992590","78932612720","11676422"
"037030","파워넷","KOSDAQ","중견기업부","2465","-5","-0.20","2470","2470","2420","32486","79239435","53822276040","21878974"
"047310","파워로직스","KOSDAQ","중견기업부","5750","-50","-0.86","5800","5810","5650","79708","455076510","210511841250","36610755"
"266870","파워풀엑스","KONEX","일반기업부","793","103","14.93","700","793","700","17","12551","5082083240","6408680"
"368770","파이버프로","KOSDAQ","벤처기업부","3820","65","1.73","3755","3825","3670","85718","321858240","125503139500","32854225"
"170790","파이오링크","KOSDAQ","우량기업부","8830","180","2.08","8640","8890","8560","12850","112727750","60541393900","6856330"
"049120","파인디앤씨","KOSDAQ","벤처기업부","1244","44","3.67","1180","1296","1180","18462","23002488","54135151732","43517003"
"038950","파인디지털","KOSDAQ","중견기업부","4080","25","0.62","4055","4095","3970","2605","10460250","41659921200","10210765"
"441270","파인엠텍","KOSDAQ","중견기업부","6610","-80","-1.20","6630","6710","6530","175722","1159733640","244120146600","36987901"
"106240","파인테크닉스","KOSDAQ","우량기업부","1129","-8","-0.70","1137","1147","1121","28676","32418607","17977131353","15923057"
"131760","파인텍","KOSDAQ","중견기업부","781","-1","-0.13","782","785","766","56589","43830818","33920066323","43431583"
"065690","파커스","KOSDAQ","투자주의환기종목(소속부없음)","1065","-9","-0.84","1074","1074","1041","9948","10453995","14934438853","14049331"
"140860","파크시스템스","KOSDAQ","우량기업부","185100","-100","-0.05","186200","186200","181000","9918","1808184700","1290007303200","6980559"
"091700","파트론","KOSDAQ GLOBAL","우량기업부","7560","90","1.20","7480","7600","7440","128210","967526910","446010879980","58918214"
"202960","판도라티비","KONEX","일반기업부","870","18","2.11","917","917","820","3594","3085058","10545290070","11915582"
"032800","판타지오","KOSDAQ","중견기업부","172","5","2.99","167","184","165","5143673","888111247","39293285274","229785294"
"318010","팜스빌","KOSDAQ","중견기업부","5370","-30","-0.56","5400","5490","5360","3030","16392760","42818425200","7929338"
"036580","팜스코","KOSPI",,"2490","-5","-0.20","2490","2490","2445","3033","7505875","91085298640","36727943"
"027710","팜스토리","KOSDAQ","우량기업부","1383","0","0.00","1375","1394","1357","200582","274816484","154089157800","111416600"
"004720","팜젠사이언스","KOSPI",,"5170","0","0.00","5200","5270","5130","167892","872671180","93982974250","18178525"
